date,gwl,pr,tm
1991-11-10,193.09,0.22935541,2.0078382
1991-11-17,193.05,0.0042355605,1.0539796
1991-11-24,193.03,0.004698566,2.4955873
1991-12-01,193.0,0.002015165,0.7858584
1991-12-08,193.0,0.75908095,0.5463185
1991-12-15,192.99,0.0,0.43498176
1991-12-22,193.09,11.643606,5.3311443
1991-12-29,193.12,0.8728339,2.85279
1992-01-05,193.13,27.596178,3.965834
1992-01-12,193.06,1.081496,0.39922315
1992-01-19,193.12,14.11859,2.2672076
1992-01-26,193.1,0.33028877,-0.6885536
1992-02-02,193.09,0.63386375,-2.2990792
1992-02-09,193.09,0.075744666,4.5258007
